Exporting Your Strategy Backtest Results,open,high,low,close,Volume
2/12/2021,47993.6,48912,46300,47408.34,23503.17025
2/13/2021,47408.34,48199,46300,47232.45,12020.8918
2/14/2021,47240.75,49700,47100.13,48680.69,15146.56693
2/15/2021,48667.23,49093.44,45768.46,47936.37,19432.16695
2/16/2021,47935.66,50645,47051.22,49158.71,23053.21991
2/17/2021,49141.43,52640.35,48942.87,52170.01,25675.18586
2/18/2021,52170.01,52549.99,50875,51601.73,15689.417
2/19/2021,51596,56370.05,50725,55983.56,27961.49621
2/20/2021,55983.57,57563.57,54000.1,55923.52,22137.83623
2/21/2021,55921.44,58367,55531.23,57489.16,13530.44874
2/22/2021,57489.16,57577.69,46616,54142.13,49449.18004
2/23/2021,54125.67,54206.22,44888.08,48899.99,72300.59998
2/24/2021,48899.99,51415.41,47002,49737.82,30732.16378
2/25/2021,49737.81,52107.83,46700,47058.48,28011.21856
2/26/2021,47063.9,48464.64,44150,46326.2,36048.6327
2/27/2021,46319.79,48356.86,45055,46180.75,16290.29538
2/28/2021,46169.92,46656,43016,45231.75,22745.62046
3/1/2021,45231.74,49829,45042.13,49639.4,25068.26494
3/2/2021,49635.3,50250,47075.11,48511.6,17063.57728
3/3/2021,48502.18,52666,48161.75,50360,21301.49165
3/4/2021,50370.33,51798.33,47502,48368.52,23386.99392
3/5/2021,48370.97,49473.99,46219.32,48769.47,25468.19469
3/6/2021,48766.01,49210,47077,48909.84,11877.85194
3/7/2021,48909.84,51459,48909.83,50978.61,13965.16917
3/8/2021,50976.22,52425,49328.62,52415.23,18856.30114
3/9/2021,52413.17,54936,51845.01,54916.38,21177.16391
3/10/2021,54921.61,57402.14,53025,55890.69,28326.09202
3/11/2021,55888.7,58113,54283,57815.47,24369.22649
3/12/2021,57820.15,58065.92,55050,57225.91,21760.55241
3/13/2021,57220.84,61788.45,56083.74,61178.5,22301.30032
3/14/2021,61181.38,61680,58950,58972.7,13581.98192
3/15/2021,58972.71,60601.07,54568,55636.15,31651.40627
3/16/2021,55629.08,56970,53221,56927.11,24432.39319
3/17/2021,56924.26,58996.38,54138.01,58925.54,22687.5887
3/18/2021,58925.54,60100,56996.15,57644.95,21459.50731
3/19/2021,57644.95,59461.99,56260,58039.66,16429.64439
3/20/2021,58026.91,59928,57827.97,58116.7,9725.29563
3/21/2021,58126.34,58651.22,55543.89,57363.32,11841.653
3/22/2021,57377.29,58421.68,53739.5,54110.07,19512.17092
3/23/2021,54111.49,55858,53000,54345.54,19221.77105
3/24/2021,54333.27,57209.97,51673.82,52276.16,23775.22786
3/25/2021,52259.69,53238,50305,51325.01,29642.05864
3/26/2021,51320.76,55125.13,51250,55072.44,17843.02183
3/27/2021,55080.9,56640,53966,55856.53,11333.34784
3/28/2021,55856.54,56587.08,54701,55778.82,9235.81746
3/29/2021,55781.22,58400,54900,57613.48,17552.38318
3/30/2021,57613.76,59397.48,57000,58786.46,15105.09114
3/31/2021,58786.46,59800,56873.8,58800,17376.64123
4/1/2021,58800.01,59474.94,57930,58726.48,11096.34436
4/2/2021,58726.47,60055.02,58441.88,58981.04,10966.94443
4/3/2021,58981.04,59752,56943,57094.34,8405.27851
4/4/2021,57094.34,58500,56478.53,58215.94,6301.44631
4/5/2021,58216.73,59251.76,56817.64,59123.02,9204.87745
4/6/2021,59134.07,59475,57333.33,58019.98,10354.34449
4/7/2021,58021.67,58630,55400,55955.75,17787.3087
4/8/2021,55962.67,58152,55700,58083.1,8073.61182
4/9/2021,58083.1,58869.69,57670.51,58092.68,8094.76087
4/10/2021,58092.68,61218.97,57875.41,59778.6,12817.82546
4/11/2021,59778.59,60658.89,59177.06,59985.26,7278.97953
4/12/2021,59983.66,61199,59369,59839.82,11467.742
4/13/2021,59836.88,63774.39,59799.01,63588.22,17897.78025
4/14/2021,63588.22,64899,61277.91,62971.8,22570.85556
4/15/2021,62971.8,63831.82,62036.73,63229.04,11209.46486
4/16/2021,63229.04,63604.34,60048.43,61427.27,19867.42753
4/17/2021,61427.27,62572.48,59700,60058.86,10847.78228
4/18/2021,60067.2,60437.97,51300,56274.41,36891.72388
4/19/2021,56273.65,57600,54187.85,55696.83,16838.4062
4/20/2021,55696.83,57111,53430.01,56499.29,18608.29421
4/21/2021,56477.67,56810.56,53620.91,53800.86,15581.05091
4/22/2021,53795.62,55469.98,50400,51701.59,30427.90599
4/23/2021,51695.98,52130.58,47464.65,51187.27,38794.87277
4/24/2021,51187.75,51260.61,48726.87,50089.15,11839.15787
4/25/2021,50101.42,50591.38,47044.01,49121,14633.52652
4/26/2021,49121,54400,48817.62,54053.6,18005.2383
4/27/2021,54047.8,55509.39,53321,55069.62,13957.10095
4/28/2021,55069.61,56476.17,53887,54894.03,16484.35125
4/29/2021,54889.81,55226.86,52369.61,53580,14592.33123
4/30/2021,53580,58075.01,53068.43,57798.77,16536.34704
5/1/2021,57798.77,58550,57050.94,57859.28,10787.06382
5/2/2021,57859.28,57972.26,56072,56625.2,7647.63999
5/3/2021,56625.21,58986,56500,57212.73,15165.02105
5/4/2021,57212.73,57247.24,53057.7,53241.92,23492.07295
5/5/2021,53241.91,57980.86,52913.02,57515.69,22918.91903
5/6/2021,57515.69,58400,55288,56440.66,18244.15032
5/7/2021,56444.82,58735.95,55300,57380.39,18323.91005
5/8/2021,57380.39,59559.84,56980.01,58958.05,15374.95892
5/9/2021,58958.06,59300.52,56265.3,58312.57,17169.73753
5/10/2021,58313.84,59592.2,53600,55866.41,24646.87074
5/11/2021,55866.38,56962.07,54511.48,56753.19,15446.6505
5/12/2021,56753.19,58041,48500,49498.77,29660.85698
5/13/2021,49498.76,52500,46000,49690.11,42250.10181
5/14/2021,49682.28,51569.56,48895,49893.48,21987.80811
5/15/2021,49893.48,50730.58,46573,46775.51,21936.12903
5/16/2021,46771.01,49808.28,43825,46450.79,30655.34495
5/17/2021,46450.78,46646.15,42101,43580.5,43660.23646
5/18/2021,43571.89,45851,42300,42857.15,28210.31464
5/19/2021,42865.05,43591.7,30000,36731.75,109537.2565
5/20/2021,36735.44,42605,35000,40623.33,51445.78759
5/21/2021,40623.24,42275.99,33501.54,37340.77,55961.91449
5/22/2021,37333.09,38889.76,35257.52,37476.83,29239.04179
5/23/2021,37476.84,38319.36,31111,34758.67,53433.31724
5/24/2021,34758.88,39966.87,34407.17,38878.56,44419.47253
5/25/2021,38874.53,39878.51,36481.26,38361.81,26107.57143
5/26/2021,38361.81,40900,37837.36,39293.23,25107.70082
5/27/2021,39293.23,40440.95,37191.99,38556.88,19390.90886
5/28/2021,38556.88,38900,34688,35680.47,36231.74854
5/29/2021,35680.48,37325,33650.86,34627.82,27999.16509
5/30/2021,34627.81,36500,33333,35669.44,16038.96112
5/31/2021,35669.44,37534.09,34183,37279.31,19527.13039
6/1/2021,37276.23,37918.97,35669.14,36685,15713.11732
6/2/2021,36684.99,38237.37,35920,37577.91,13952.37317
6/3/2021,37581.83,39489.82,37184.88,39248.55,14325.77051
6/4/2021,39248.54,39291.24,35593.22,36856.52,17917.6468
6/5/2021,36856.53,37921.35,34832.17,35539.49,13654.70461
6/6/2021,35539.97,36477.86,35258,35800.48,8184.51756
6/7/2021,35800.48,36812.39,33333,33575.91,18997.73034
6/8/2021,33567.26,34069,31004.95,33402.13,34937.572
6/9/2021,33402.13,37573.99,32408.53,37403.86,26040.9123
6/10/2021,37404.75,38425.67,35800,36694.05,19853.82857
6/11/2021,36694.91,37695,35944,37338.44,14142.2078
6/12/2021,37340.08,37448,34635.47,35557.33,14516.55989
6/13/2021,35557.32,39396,34780.57,39015.24,15748.97663
6/14/2021,39015.24,41076.03,38744.83,40539.47,21916.85846
6/15/2021,40537.93,41322.55,39510.98,40162.37,17020.71757
6/16/2021,40158.06,40499,38105,38351,17238.59003
6/17/2021,38351,39554.98,37365.63,38095.17,15970.3631
6/18/2021,38103.94,38216.22,35153.16,35841.81,23472.39153
6/19/2021,35840.96,36457.18,34833.26,35484.79,16801.10116
6/20/2021,35484.8,36139.73,33347.05,35585.78,19400.08896
6/21/2021,35585.79,35741.54,31259,31609.82,41304.4127
6/22/2021,31609.82,33352,28800,32538.37,48388.26727
6/23/2021,32538.9,34881.02,31708.03,33688.35,23124.82691
6/24/2021,33688.51,35295.67,32300,34654.58,16868.95529
6/25/2021,34654.87,35500,31300,31594.63,26505.20707
6/26/2021,31594.62,32711.68,30173.49,32275.19,18299.40151
